column_name,data_type,is_key,business_description
txn_ref_norm,INTEGER,NONE,status flag indicating current operational state
order_stat_sys,INTEGER,NONE,temporal marker for transaction lifecycle
cust_cat_sys,UUID,NONE,secondary reference index for cross-table lookup
order_qty_v2,DATETIME,NONE,unique identifier for the primary record
prod_ref_raw,"DECIMAL(10,2)",NONE,temporal marker for transaction lifecycle
addr_stat_pk,"DECIMAL(10,2)",PRIMARY,categorical label for domain classification
supp_stat_fk,"DECIMAL(10,2)",FOREIGN,temporal marker for transaction lifecycle
inv_code_fk,"DECIMAL(10,2)",FOREIGN,temporal marker for transaction lifecycle
prod_qty_norm,INTEGER,NONE,categorical label for domain classification
cust_stat_fk,"DECIMAL(10,2)",FOREIGN,unique identifier for the primary record
sale_amt_sys,DATETIME,NONE,categorical label for domain classification
prod_qty_fk,UUID,FOREIGN,normalized quantitative value for aggregate reporting
supp_id_v2,"DECIMAL(10,2)",NONE,unique identifier for the primary record
dept_name_pk,VARCHAR(255),PRIMARY,categorical label for domain classification
user_name_01,INTEGER,NONE,foreign key mapping to parent entity relational graph
inv_code_fk,"DECIMAL(10,2)",FOREIGN,status flag indicating current operational state
dept_amt_pk,VARCHAR(255),PRIMARY,status flag indicating current operational state
inv_desc_pk,"DECIMAL(10,2)",PRIMARY,normalized quantitative value for aggregate reporting
user_uuid_fk,VARCHAR(255),FOREIGN,foreign key mapping to parent entity relational graph
txn_name_norm,UUID,NONE,temporal marker for transaction lifecycle
inv_ref_raw,VARCHAR(255),NONE,foreign key mapping to parent entity relational graph
emp_dt_sys,DATETIME,NONE,descriptive string for human-readable indexing
emp_name_norm,UUID,NONE,foreign key mapping to parent entity relational graph
emp_stat_norm,UUID,NONE,foreign key mapping to parent entity relational graph
inv_uuid_fk,INTEGER,FOREIGN,categorical label for domain classification
prod_name_fk,VARCHAR(255),FOREIGN,temporal marker for transaction lifecycle
inv_cat_norm,DATETIME,NONE,temporal marker for transaction lifecycle
order_stat_norm,"DECIMAL(10,2)",NONE,descriptive string for human-readable indexing
sale_qty_raw,"DECIMAL(10,2)",NONE,temporal marker for transaction lifecycle
prod_stat_norm,"DECIMAL(10,2)",NONE,categorical label for domain classification
sale_uuid_v2,DATETIME,NONE,status flag indicating current operational state
txn_desc_v2,"DECIMAL(10,2)",NONE,secondary reference index for cross-table lookup
cust_ref_fk,DATETIME,FOREIGN,foreign key mapping to parent entity relational graph
inv_name_sys,DATETIME,NONE,normalized quantitative value for aggregate reporting
prod_id_fk,INTEGER,FOREIGN,normalized quantitative value for aggregate reporting
addr_desc_fk,"DECIMAL(10,2)",FOREIGN,temporal marker for transaction lifecycle
dept_dt_norm,DATETIME,NONE,foreign key mapping to parent entity relational graph
emp_id_pk,DATETIME,PRIMARY,descriptive string for human-readable indexing
emp_stat_norm,"DECIMAL(10,2)",NONE,foreign key mapping to parent entity relational graph
supp_uuid_raw,UUID,NONE,temporal marker for transaction lifecycle
dept_qty_sys,"DECIMAL(10,2)",NONE,normalized quantitative value for aggregate reporting
inv_code_v2,DATETIME,NONE,normalized quantitative value for aggregate reporting
sale_amt_raw,INTEGER,NONE,status flag indicating current operational state
txn_name_01,VARCHAR(255),NONE,foreign key mapping to parent entity relational graph
emp_name_pk,UUID,PRIMARY,secondary reference index for cross-table lookup
order_name_norm,INTEGER,NONE,unique identifier for the primary record
supp_id_pk,DATETIME,PRIMARY,unique identifier for the primary record
inv_id_norm,VARCHAR(255),NONE,descriptive string for human-readable indexing
inv_ref_sys,DATETIME,NONE,foreign key mapping to parent entity relational graph
dept_cat_raw,DATETIME,NONE,status flag indicating current operational state
inv_code_fk,UUID,FOREIGN,secondary reference index for cross-table lookup
addr_stat_v2,INTEGER,NONE,categorical label for domain classification
order_qty_norm,"DECIMAL(10,2)",NONE,temporal marker for transaction lifecycle
prod_code_norm,DATETIME,NONE,temporal marker for transaction lifecycle
order_code_fk,INTEGER,FOREIGN,status flag indicating current operational state
addr_code_sys,INTEGER,NONE,temporal marker for transaction lifecycle
addr_ref_fk,INTEGER,FOREIGN,temporal marker for transaction lifecycle
supp_name_norm,INTEGER,NONE,temporal marker for transaction lifecycle
sale_cat_01,"DECIMAL(10,2)",NONE,secondary reference index for cross-table lookup
cust_amt_pk,INTEGER,PRIMARY,unique identifier for the primary record
prod_uuid_pk,UUID,PRIMARY,normalized quantitative value for aggregate reporting
dept_ref_norm,DATETIME,NONE,temporal marker for transaction lifecycle
order_dt_01,VARCHAR(255),NONE,descriptive string for human-readable indexing
order_stat_fk,"DECIMAL(10,2)",FOREIGN,foreign key mapping to parent entity relational graph
cust_code_01,UUID,NONE,unique identifier for the primary record
txn_amt_fk,UUID,FOREIGN,foreign key mapping to parent entity relational graph
cust_amt_v2,VARCHAR(255),NONE,foreign key mapping to parent entity relational graph
cust_qty_raw,"DECIMAL(10,2)",NONE,secondary reference index for cross-table lookup
cust_stat_sys,INTEGER,NONE,status flag indicating current operational state
order_code_norm,UUID,NONE,categorical label for domain classification
supp_uuid_01,UUID,NONE,unique identifier for the primary record
dept_uuid_pk,DATETIME,PRIMARY,status flag indicating current operational state
txn_ref_norm,INTEGER,NONE,foreign key mapping to parent entity relational graph
order_ref_raw,"DECIMAL(10,2)",NONE,secondary reference index for cross-table lookup
sale_amt_norm,UUID,NONE,foreign key mapping to parent entity relational graph
emp_uuid_raw,DATETIME,NONE,categorical label for domain classification
inv_name_sys,DATETIME,NONE,secondary reference index for cross-table lookup
inv_qty_pk,UUID,PRIMARY,secondary reference index for cross-table lookup
dept_dt_v2,UUID,NONE,unique identifier for the primary record
cust_code_pk,UUID,PRIMARY,unique identifier for the primary record
order_dt_sys,"DECIMAL(10,2)",NONE,descriptive string for human-readable indexing
addr_desc_norm,UUID,NONE,normalized quantitative value for aggregate reporting
cust_name_raw,VARCHAR(255),NONE,status flag indicating current operational state
dept_dt_raw,UUID,NONE,temporal marker for transaction lifecycle
user_id_raw,UUID,NONE,temporal marker for transaction lifecycle
prod_dt_fk,DATETIME,FOREIGN,status flag indicating current operational state
sale_cat_fk,"DECIMAL(10,2)",FOREIGN,normalized quantitative value for aggregate reporting
supp_desc_norm,INTEGER,NONE,foreign key mapping to parent entity relational graph
user_dt_fk,"DECIMAL(10,2)",FOREIGN,secondary reference index for cross-table lookup
supp_uuid_01,"DECIMAL(10,2)",NONE,status flag indicating current operational state
addr_cat_raw,INTEGER,NONE,unique identifier for the primary record
emp_uuid_fk,UUID,FOREIGN,status flag indicating current operational state
supp_qty_01,UUID,NONE,unique identifier for the primary record
order_name_pk,"DECIMAL(10,2)",PRIMARY,normalized quantitative value for aggregate reporting
inv_desc_pk,"DECIMAL(10,2)",PRIMARY,foreign key mapping to parent entity relational graph
supp_uuid_norm,UUID,NONE,temporal marker for transaction lifecycle
inv_uuid_raw,"DECIMAL(10,2)",NONE,categorical label for domain classification
dept_uuid_v2,INTEGER,NONE,normalized quantitative value for aggregate reporting
sale_dt_01,"DECIMAL(10,2)",NONE,normalized quantitative value for aggregate reporting
cust_stat_sys,"DECIMAL(10,2)",NONE,secondary reference index for cross-table lookup
sale_code_v2,VARCHAR(255),NONE,unique identifier for the primary record
dept_dt_pk,VARCHAR(255),PRIMARY,secondary reference index for cross-table lookup
supp_name_v2,DATETIME,NONE,categorical label for domain classification
emp_id_pk,UUID,PRIMARY,status flag indicating current operational state
order_cat_fk,DATETIME,FOREIGN,temporal marker for transaction lifecycle
supp_uuid_v2,INTEGER,NONE,unique identifier for the primary record
cust_qty_01,"DECIMAL(10,2)",NONE,temporal marker for transaction lifecycle
inv_desc_pk,UUID,PRIMARY,secondary reference index for cross-table lookup
cust_desc_norm,VARCHAR(255),NONE,foreign key mapping to parent entity relational graph
cust_amt_pk,"DECIMAL(10,2)",PRIMARY,normalized quantitative value for aggregate reporting
user_ref_sys,INTEGER,NONE,descriptive string for human-readable indexing
order_amt_pk,"DECIMAL(10,2)",PRIMARY,secondary reference index for cross-table lookup
prod_name_raw,INTEGER,NONE,temporal marker for transaction lifecycle
prod_amt_v2,DATETIME,NONE,categorical label for domain classification
txn_amt_raw,INTEGER,NONE,normalized quantitative value for aggregate reporting
cust_stat_norm,UUID,NONE,descriptive string for human-readable indexing
emp_dt_raw,DATETIME,NONE,secondary reference index for cross-table lookup
emp_code_norm,VARCHAR(255),NONE,foreign key mapping to parent entity relational graph
supp_stat_norm,UUID,NONE,normalized quantitative value for aggregate reporting
sale_name_v2,INTEGER,NONE,unique identifier for the primary record
inv_desc_fk,VARCHAR(255),FOREIGN,secondary reference index for cross-table lookup
addr_dt_v2,VARCHAR(255),NONE,status flag indicating current operational state
cust_amt_sys,DATETIME,NONE,foreign key mapping to parent entity relational graph
txn_id_raw,UUID,NONE,foreign key mapping to parent entity relational graph
dept_name_v2,INTEGER,NONE,foreign key mapping to parent entity relational graph
supp_dt_norm,VARCHAR(255),NONE,temporal marker for transaction lifecycle
prod_stat_norm,"DECIMAL(10,2)",NONE,unique identifier for the primary record
dept_dt_norm,UUID,NONE,descriptive string for human-readable indexing
dept_stat_raw,VARCHAR(255),NONE,foreign key mapping to parent entity relational graph
inv_dt_pk,"DECIMAL(10,2)",PRIMARY,categorical label for domain classification
order_id_pk,DATETIME,PRIMARY,unique identifier for the primary record
addr_dt_pk,INTEGER,PRIMARY,unique identifier for the primary record
order_uuid_norm,DATETIME,NONE,status flag indicating current operational state
order_dt_raw,INTEGER,NONE,secondary reference index for cross-table lookup
order_dt_v2,VARCHAR(255),NONE,foreign key mapping to parent entity relational graph
cust_id_fk,INTEGER,FOREIGN,unique identifier for the primary record
supp_amt_01,VARCHAR(255),NONE,secondary reference index for cross-table lookup
supp_code_fk,UUID,FOREIGN,normalized quantitative value for aggregate reporting
order_qty_v2,UUID,NONE,normalized quantitative value for aggregate reporting
addr_desc_01,DATETIME,NONE,secondary reference index for cross-table lookup
user_uuid_raw,"DECIMAL(10,2)",NONE,status flag indicating current operational state
supp_ref_v2,UUID,NONE,descriptive string for human-readable indexing
dept_name_norm,UUID,NONE,categorical label for domain classification
inv_code_v2,"DECIMAL(10,2)",NONE,normalized quantitative value for aggregate reporting
order_uuid_norm,"DECIMAL(10,2)",NONE,temporal marker for transaction lifecycle
dept_amt_norm,VARCHAR(255),NONE,secondary reference index for cross-table lookup
sale_cat_norm,DATETIME,NONE,foreign key mapping to parent entity relational graph
emp_id_sys,VARCHAR(255),NONE,unique identifier for the primary record
dept_name_sys,VARCHAR(255),NONE,unique identifier for the primary record
sale_name_01,"DECIMAL(10,2)",NONE,descriptive string for human-readable indexing
supp_uuid_norm,"DECIMAL(10,2)",NONE,unique identifier for the primary record
cust_ref_fk,DATETIME,FOREIGN,foreign key mapping to parent entity relational graph
txn_uuid_v2,VARCHAR(255),NONE,foreign key mapping to parent entity relational graph
emp_uuid_sys,"DECIMAL(10,2)",NONE,status flag indicating current operational state
order_dt_01,VARCHAR(255),NONE,normalized quantitative value for aggregate reporting
user_code_norm,VARCHAR(255),NONE,secondary reference index for cross-table lookup
sale_qty_norm,VARCHAR(255),NONE,status flag indicating current operational state
inv_desc_pk,DATETIME,PRIMARY,secondary reference index for cross-table lookup
txn_name_fk,VARCHAR(255),FOREIGN,temporal marker for transaction lifecycle
emp_cat_v2,UUID,NONE,foreign key mapping to parent entity relational graph
user_uuid_01,"DECIMAL(10,2)",NONE,foreign key mapping to parent entity relational graph
inv_stat_sys,INTEGER,NONE,foreign key mapping to parent entity relational graph
user_desc_sys,UUID,NONE,secondary reference index for cross-table lookup
dept_name_01,DATETIME,NONE,status flag indicating current operational state
supp_amt_pk,UUID,PRIMARY,temporal marker for transaction lifecycle
emp_id_01,DATETIME,NONE,unique identifier for the primary record
addr_cat_01,INTEGER,NONE,foreign key mapping to parent entity relational graph
txn_code_fk,"DECIMAL(10,2)",FOREIGN,temporal marker for transaction lifecycle
cust_amt_pk,VARCHAR(255),PRIMARY,status flag indicating current operational state
order_qty_v2,DATETIME,NONE,status flag indicating current operational state
inv_amt_fk,INTEGER,FOREIGN,temporal marker for transaction lifecycle
order_amt_raw,UUID,NONE,status flag indicating current operational state
txn_stat_01,DATETIME,NONE,secondary reference index for cross-table lookup
addr_amt_fk,VARCHAR(255),FOREIGN,secondary reference index for cross-table lookup
prod_qty_pk,INTEGER,PRIMARY,descriptive string for human-readable indexing
inv_uuid_fk,VARCHAR(255),FOREIGN,normalized quantitative value for aggregate reporting
order_uuid_v2,INTEGER,NONE,categorical label for domain classification
inv_name_pk,VARCHAR(255),PRIMARY,unique identifier for the primary record
cust_qty_norm,"DECIMAL(10,2)",NONE,foreign key mapping to parent entity relational graph
inv_desc_fk,INTEGER,FOREIGN,secondary reference index for cross-table lookup
inv_cat_pk,VARCHAR(255),PRIMARY,normalized quantitative value for aggregate reporting
inv_name_raw,INTEGER,NONE,temporal marker for transaction lifecycle
addr_code_v2,"DECIMAL(10,2)",NONE,categorical label for domain classification
cust_name_v2,"DECIMAL(10,2)",NONE,normalized quantitative value for aggregate reporting
prod_cat_v2,"DECIMAL(10,2)",NONE,secondary reference index for cross-table lookup
prod_dt_fk,"DECIMAL(10,2)",FOREIGN,secondary reference index for cross-table lookup
emp_stat_v2,"DECIMAL(10,2)",NONE,temporal marker for transaction lifecycle
cust_cat_raw,"DECIMAL(10,2)",NONE,categorical label for domain classification
